bodyPart,equipment,gifUrl,id,name,target
chest,dumbbell,https://gymvisual.com/img/p/1/4/1/1/4/14114.gif,3545,dumbbell incline alternate press,pectorals
chest,dumbbell,https://gymvisual.com/img/p/1/1/6/2/2/11622.gif,314,dumbbell incline bench press,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/2/0/3/7/1/20371.gif,315,dumbbell incline biceps curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/5/0/5/7/5057.gif,316,dumbbell incline breeding,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/5/0/5/8/5058.gif,318,dumbbell incline curl,biceps
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0317.gif,317,dumbbell incline curl v. 2,biceps
chest,dumbbell,https://gymvisual.com/img/p/1/1/7/2/7/11727.gif,319,dumbbell incline fly,pectorals
chest,dumbbell,https://gymvisual.com/img/p/1/1/7/2/7/11727.gif,1278,dumbbell incline fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/5/4/11654.gif,320,dumbbell incline hammer curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/1/1/6/6/4/11664.gif,321,dumbbell incline hammer press,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/2/7232.gif,1618,dumbbell incline hammer press on exercise ball,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/8/1/11681.gif,322,dumbbell incline inner biceps curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/4/6/6546.gif,1279,dumbbell incline one arm fly,pectorals
chest,dumbbell,https://gymvisual.com/img/p/6/5/4/7/6547.gif,1280,dumbbell incline one arm fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/3/7233.gif,1619,dumbbell incline one arm hammer press,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/4/7234.gif,1620,dumbbell incline one arm hammer press on exercise ball,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/2/6/1/2/12612.gif,323,dumbbell incline one arm lateral raise,delts
chest,dumbbell,https://gymvisual.com/img/p/6/5/4/8/6548.gif,1281,dumbbell incline one arm press,pectorals
chest,dumbbell,https://gymvisual.com/img/p/6/5/4/9/6549.gif,1282,dumbbell incline one arm press on exercise ball,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0324.gif,324,dumbbell incline palm-in press,pectorals
chest,dumbbell,https://gymvisual.com/img/p/1/1/7/2/8/11728.gif,1283,dumbbell incline press on exercise ball,pectorals
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/6/7/6/11676.gif,325,dumbbell incline raise,delts
shoulders,dumbbell,https://gymvisual.com/img/p/2/7/6/3/2/27632.gif,326,dumbbell incline rear lateral raise,delts
back,dumbbell,https://gymvisual.com/img/p/1/1/6/7/0/11670.gif,327,dumbbell incline row,upper back
chest,dumbbell,https://gymvisual.com/img/p/5/0/6/9/5069.gif,328,dumbbell incline shoulder raise,serratus anterior
back,dumbbell,https://gymvisual.com/img/p/1/8/4/7/2/18472.gif,329,dumbbell incline shrug,traps
shoulders,dumbbell,https://gymvisual.com/img/p/1/4/1/1/1/14111.gif,3542,dumbbell incline t-raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/6/7/11667.gif,330,dumbbell incline triceps extension,triceps
chest,dumbbell,https://gymvisual.com/img/p/5/0/7/2/5072.gif,331,dumbbell incline twisted flyes,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/2/1/14921.gif,1733,dumbbell incline two arm extension,triceps
back,dumbbell,https://gymvisual.com/img/p/1/4/1/1/0/14110.gif,3541,dumbbell incline y-raise,upper back
shoulders,dumbbell,https://gymvisual.com/img/p/1/8/3/0/9/18309.gif,332,dumbbell iron cross,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/1/8/11618.gif,333,dumbbell kickback,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/3/8/7538.gif,1734,dumbbell kickbacks on exercise ball,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/3/7273.gif,1660,dumbbell kneeling bicep curl exercise ball,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/9/1/5/1/19151.gif,334,dumbbell lateral raise,delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/0/7/6/5076.gif,335,dumbbell lateral to front raise,delts
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/9/8/6/14986.gif,336,dumbbell lunge,glutes
upper arms,dumbbell,https://gymvisual.com/img/p/2/0/8/8/7/20887.gif,1658,dumbbell lunge with bicep curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/0/7/8/5078.gif,337,dumbbell lying  extension (across face),triceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/8/4/7/4/18474.gif,1729,dumbbell lying alternate extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/0/7/9/5079.gif,338,dumbbell lying elbow press,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/4/9/2/2/14922.gif,863,dumbbell lying external shoulder rotation,delts
upper legs,dumbbell,https://gymvisual.com/img/p/1/1/7/5/9/11759.gif,339,dumbbell lying femoral,hamstrings
chest,dumbbell,https://gymvisual.com/img/p/1/1/6/4/8/11648.gif,340,dumbbell lying hammer press,pectorals
shoulders,dumbbell,https://gymvisual.com/img/p/1/0/6/4/4/10644.gif,2470,dumbbell lying on floor rear delt raise,delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/0/8/2/5082.gif,341,dumbbell lying one arm deltoid rear,delts
chest,dumbbell,https://gymvisual.com/img/p/1/1/7/7/0/11770.gif,343,dumbbell lying one arm press,pectorals
chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0342.gif,342,dumbbell lying one arm press v. 2,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/9/6/11696.gif,344,dumbbell lying one arm pronated triceps extension,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/5/7/5/8/5758.gif,345,dumbbell lying one arm rear lateral raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/0/7/6/3/10763.gif,346,dumbbell lying one arm supinated triceps extension,triceps
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/8/6/0/11860.gif,347,dumbbell lying pronation,forearms
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/8/6/0/11860.gif,2705,dumbbell lying pronation on floor,forearms
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/1/6551.gif,1284,dumbbell lying pullover on exercise ball,pectorals
back,dumbbell,https://gymvisual.com/img/p/1/1/7/1/9/11719.gif,1328,dumbbell lying rear delt row,upper back
shoulders,dumbbell,https://gymvisual.com/img/p/5/0/8/9/5089.gif,348,dumbbell lying rear lateral raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/2/3/14923.gif,1735,dumbbell lying single extension,triceps
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/8/6/1/11861.gif,349,dumbbell lying supination,forearms
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/8/6/1/11861.gif,2706,dumbbell lying supination on floor,forearms
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/4/7274.gif,1661,dumbbell lying supine biceps curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/8/3/1/0/18310.gif,350,dumbbell lying supine curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/9/7/11697.gif,351,dumbbell lying triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/5/7275.gif,1662,dumbbell lying wide curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/0/9/3/5093.gif,352,dumbbell neutral grip bench press,triceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/2/6552.gif,1285,dumbbell one arm bench fly,pectorals
back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0292.gif,292,dumbbell one arm bent-over row,upper back
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/3/6553.gif,1286,dumbbell one arm chest fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/9/8/11698.gif,353,dumbbell one arm concetration curl (on stability ball),biceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/4/6554.gif,1287,dumbbell one arm decline chest press,pectorals
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/5/6555.gif,1288,dumbbell one arm fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/4/9/11749.gif,1736,dumbbell one arm french press on exercise ball,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/6/7276.gif,1663,dumbbell one arm hammer preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/5/7235.gif,1621,dumbbell one arm hammer press on exercise ball,triceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/6/6556.gif,1289,dumbbell one arm incline chest press,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/0/3/8/3/10383.gif,354,dumbbell one arm kickback,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/8/0/11780.gif,355,dumbbell one arm lateral raise,delts
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0356.gif,356,dumbbell one arm lateral raise with support,delts
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/7/6557.gif,1290,dumbbell one arm press on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/8/7278.gif,1665,dumbbell one arm prone curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/7/9/7279.gif,1666,dumbbell one arm prone hammer curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/8/6558.gif,1291,dumbbell one arm pullover on exercise ball,pectorals
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/7/7/4/11774.gif,358,dumbbell one arm revers wrist curl,forearms
shoulders,dumbbell,https://gymvisual.com/img/p/1/8/6/9/8/18698.gif,359,dumbbell one arm reverse fly (with support),delts
chest,dumbbell,https://gymvisual.com/img/p/7/2/3/6/7236.gif,1622,dumbbell one arm reverse grip press,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/6/6/7/5/6675.gif,1414,dumbbell one arm reverse preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/8/0/7280.gif,1667,dumbbell one arm reverse spider curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/8/1/7281.gif,1668,dumbbell one arm seated bicep curl on exercise ball,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/8/2/7282.gif,1669,dumbbell one arm seated hammer curl,biceps
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/7/7/5/11775.gif,1415,dumbbell one arm seated neutral wrist curl,forearms
shoulders,dumbbell,https://gymvisual.com/img/p/1/0/3/9/1/10391.gif,361,dumbbell one arm shoulder press,delts
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0360.gif,360,dumbbell one arm shoulder press v. 2,delts
upper legs,dumbbell,https://gymvisual.com/img/p/2/7/3/5/0/27350.gif,3888,dumbbell one arm snatch,glutes
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/8/3/7283.gif,1670,dumbbell one arm standing curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/8/4/7284.gif,1671,dumbbell one arm standing hammer curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/0/8/11708.gif,362,dumbbell one arm triceps extension (on bench),triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/7/11707.gif,363,dumbbell one arm upright row,delts
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/7/7/6/11776.gif,364,dumbbell one arm wrist curl,forearms
upper arms,dumbbell,https://gymvisual.com/img/p/1/6/9/6/7/16967.gif,1672,dumbbell one arm zottman preacher curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/6/5/5/9/6559.gif,1292,dumbbell one leg fly on exercise ball,pectorals
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/2/9/11729.gif,365,dumbbell over bench neutral wrist curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/3/0/11730.gif,366,dumbbell over bench one arm  neutral wrist curl,biceps
lower arms,dumbbell,https://gymvisual.com/img/p/6/3/4/5/6345.gif,1441,dumbbell over bench one arm reverse wrist curl,forearms
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/7/7/7/11777.gif,367,dumbbell over bench one arm wrist curl,forearms
lower arms,dumbbell,https://gymvisual.com/img/p/2/0/3/4/8/20348.gif,368,dumbbell over bench revers wrist curl,forearms
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/7/3/2/11732.gif,369,dumbbell over bench wrist curl,forearms
back,dumbbell,https://gymvisual.com/img/p/1/1/7/2/3/11723.gif,1329,dumbbell palm rotational bent over row,upper back
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/3/7/7237.gif,1623,dumbbell palms in incline bench press,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/1/1/5111.gif,370,dumbbell peacher hammer curl,biceps
upper legs,dumbbell,https://gymvisual.com/img/p/5/1/1/2/5112.gif,371,dumbbell plyo squat,glutes
upper arms,dumbbell,https://gymvisual.com/img/p/2/1/9/2/8/21928.gif,372,dumbbell preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/6/9/6/6/16966.gif,1673,dumbbell preacher curl over exercise ball,biceps
chest,dumbbell,https://gymvisual.com/img/p/1/4/9/2/4/14924.gif,1293,dumbbell press on exercise ball,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0373.gif,373,dumbbell pronate-grip triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/5/6/11656.gif,374,dumbbell prone incline curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/6/5/5/11655.gif,1674,dumbbell prone incline hammer curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/2/8/9/7/9/28979.gif,375,dumbbell pullover,pectorals
chest,dumbbell,https://gymvisual.com/img/p/6/5/6/1/6561.gif,1294,dumbbell pullover hip extension on exercise ball,pectorals
chest,dumbbell,https://gymvisual.com/img/p/1/1/7/2/2/11722.gif,1295,dumbbell pullover on exercise ball,pectorals
shoulders,dumbbell,https://gymvisual.com/img/p/7/4/1/6/7416.gif,1700,dumbbell push press,delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/1/7/5117.gif,376,dumbbell raise,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/6/8/5/4/16854.gif,2292,dumbbell rear delt raise,delts
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0377.gif,377,dumbbell rear delt row_shoulder,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/0/4/0/2/10402.gif,378,dumbbell rear fly,delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/2/0/5120.gif,380,dumbbell rear lateral raise,delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/2/0/5120.gif,379,dumbbell rear lateral raise (support head),delts
upper legs,dumbbell,https://gymvisual.com/img/p/1/8/6/2/3/18623.gif,381,dumbbell rear lunge,glutes
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/2/3/5123.gif,382,dumbbell revers grip biceps curl,biceps
chest,dumbbell,https://gymvisual.com/img/p/1/6/8/6/5/16865.gif,1624,dumbbell reverse bench press,pectorals
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/2/4/5124.gif,383,dumbbell reverse fly,delts
back,dumbbell,https://gymvisual.com/img/p/1/1/7/2/4/11724.gif,1330,dumbbell reverse grip incline bench one arm row,upper back
back,dumbbell,https://gymvisual.com/img/p/6/5/9/7/6597.gif,1331,dumbbell reverse grip incline bench two arm row,upper back
back,dumbbell,https://gymvisual.com/img/p/1/4/5/9/0/14590.gif,2327,dumbbell reverse grip row (female),upper back
upper arms,dumbbell,https://gymvisual.com/img/p/2/4/9/7/8/24978.gif,384,dumbbell reverse preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/8/8/7288.gif,1675,dumbbell reverse spider curl,biceps
lower arms,dumbbell,https://gymvisual.com/img/p/5/1/2/6/5126.gif,385,dumbbell reverse wrist curl,forearms
upper legs,dumbbell,https://gymvisual.com/img/p/8/9/1/4/8914.gif,1459,dumbbell romanian deadlift,glutes
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/2/7/5127.gif,386,dumbbell rotation reverse fly,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/6/8/5/5/16855.gif,2397,dumbbell scott press,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/3/11703.gif,387,dumbbell seated alternate front raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/9/0/7290.gif,1676,dumbbell seated alternate hammer curl on exercise ball,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/2/11702.gif,388,dumbbell seated alternate press,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/4/1/1/5/14115.gif,3546,dumbbell seated alternate shoulder,delts
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/3/0/5130.gif,389,dumbbell seated bench extension,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/0/1/6/9/10169.gif,2317,dumbbell seated bent arm lateral raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/3/4/7534.gif,1730,dumbbell seated bent over alternate kickback,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/1/7541.gif,1737,dumbbell seated bent over triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/9/1/7291.gif,1677,dumbbell seated bicep curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/3/1/5131.gif,390,dumbbell seated biceps curl (on stability ball),biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/1/1/6/14116.gif,3547,dumbbell seated biceps curl to shoulder press,biceps
lower legs,dumbbell,https://gymvisual.com/img/p/1/4/9/2/5/14925.gif,1379,dumbbell seated calf raise,calves
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/2/6/14926.gif,391,dumbbell seated curl,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/8/9/2/7/8927.gif,392,dumbbell seated front raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/9/2/7292.gif,1678,dumbbell seated hammer curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/3/4/5134.gif,393,dumbbell seated inner biceps curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/6/8/4/7/16847.gif,394,dumbbell seated kickback,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/8/5/5/1/18551.gif,396,dumbbell seated lateral raise,delts
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0395.gif,395,dumbbell seated lateral raise v. 2,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/3/3/11733.gif,397,dumbbell seated neutral wrist curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/9/3/7293.gif,1679,dumbbell seated one arm bicep curl on exercise ball with leg raised,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/3/9/5139.gif,398,dumbbell seated one arm kickback,triceps
lower arms,dumbbell,https://gymvisual.com/img/p/5/1/4/0/5140.gif,399,dumbbell seated one arm rotate,forearms
lower legs,dumbbell,https://gymvisual.com/img/p/6/6/4/3/6643.gif,400,dumbbell seated one leg calf raise,calves
lower legs,dumbbell,https://gymvisual.com/img/p/6/6/4/3/6643.gif,1380,dumbbell seated one leg calf raise - hammer grip,calves
lower legs,dumbbell,https://gymvisual.com/img/p/6/6/4/4/6644.gif,1381,dumbbell seated one leg calf raise - palm up,calves
lower arms,dumbbell,https://gymvisual.com/img/p/1/1/7/3/4/11734.gif,401,dumbbell seated palms up wrist curl,forearms
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/4/3/5143.gif,402,dumbbell seated preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/4/4/5144.gif,403,dumbbell seated revers grip concentration curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/2/7542.gif,1738,dumbbell seated reverse grip one arm overhead tricep extension,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/1/11701.gif,405,dumbbell seated shoulder press,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/1/11701.gif,404,dumbbell seated shoulder press (parallel grip),delts
upper arms,dumbbell,https://gymvisual.com/img/p/3/3/7/2/4/33724.gif,2188,dumbbell seated triceps extension,triceps
back,dumbbell,https://gymvisual.com/img/p/1/1/7/0/4/11704.gif,406,dumbbell shrug,traps
waist,dumbbell,https://gymvisual.com/img/p/2/1/6/0/2/21602.gif,407,dumbbell side bend,abs
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/4/9/5149.gif,408,dumbbell side lying one hand raise,delts
back,dumbbell,https://gymvisual.com/img/p/1/4/7/4/9/14749.gif,3664,dumbbell side plank with rear fly,upper back
shoulders,dumbbell,https://gymvisual.com/img/p/1/4/1/1/7/14117.gif,3548,dumbbell single arm overhead carry,delts
lower legs,dumbbell,https://gymvisual.com/img/p/1/8/4/9/0/18490.gif,409,dumbbell single leg calf raise,calves
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/6/0/3/14603.gif,1757,dumbbell single leg deadlift,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/6/0/3/14603.gif,2805,dumbbell single leg deadlift with stepbox support,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/2/6/3/0/9/26309.gif,410,dumbbell single leg split squat,quads
upper legs,dumbbell,https://gymvisual.com/img/p/1/6/9/7/0/16970.gif,411,dumbbell single leg squat,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/2/4/2/0/6/24206.gif,413,dumbbell squat,glutes
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/1/5/6/14156.gif,3560,dumbbell standing alternate hammer curl and press,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/4/1/5/5/14155.gif,414,dumbbell standing alternate overhead press,delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/5/6/5156.gif,415,dumbbell standing alternate raise,delts
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/3/7543.gif,1739,dumbbell standing alternating tricep kickback,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/8/7/7/3/8773.gif,2143,dumbbell standing around world,delts
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/4/7544.gif,1740,dumbbell standing bent over one arm triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/5/7545.gif,1741,dumbbell standing bent over two arm triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/2/0/9/5/4/20954.gif,416,dumbbell standing biceps curl,biceps
lower legs,dumbbell,https://gymvisual.com/img/p/8/9/0/2/8902.gif,417,dumbbell standing calf raise,calves
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/5/9/5159.gif,418,dumbbell standing concentration curl,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/6/0/5160.gif,419,dumbbell standing front raise above head,delts
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2321.gif,2321,dumbbell standing inner biceps curl v. 2,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/1/7/0/5/11705.gif,420,dumbbell standing kickback,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/6/2/5162.gif,421,dumbbell standing one arm concentration curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/4/9/2/8/14928.gif,422,dumbbell standing one arm curl (over incline bench),biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/9/4/7294.gif,1680,dumbbell standing one arm curl over incline bench,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/6/4/5164.gif,423,dumbbell standing one arm extension,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/5/1/6/5/5165.gif,424,dumbbell standing one arm palm in press,delts
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/6/6/5166.gif,425,dumbbell standing one arm reverse curl,biceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/0/3/9/0/10390.gif,426,dumbbell standing overhead press,delts
shoulders,dumbbell,https://gymvisual.com/img/p/1/1/7/0/6/11706.gif,427,dumbbell standing palms in press,delts
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/6/9/5169.gif,428,dumbbell standing preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/3/0/2/5/1/30251.gif,429,dumbbell standing reverse curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/1/0/4/0/0/10400.gif,430,dumbbell standing triceps extension,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/9/7/5/1/9751.gif,2293,dumbbell standing zottman preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/2/9/7/7297.gif,1684,dumbbell step up single leg balance with bicep curl,biceps
upper legs,dumbbell,https://gymvisual.com/img/p/2/1/7/7/0/21770.gif,431,dumbbell step-up,glutes
upper legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2796.gif,2796,dumbbell step-up lunge,quads
upper legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2812.gif,2812,dumbbell step-up split squat,quads
upper legs,dumbbell,https://gymvisual.com/img/p/1/8/4/4/4/18444.gif,432,dumbbell stiff leg deadlift,glutes
chest,dumbbell,https://gymvisual.com/img/p/1/6/7/9/7/16797.gif,433,dumbbell straight arm pullover,pectorals
upper legs,dumbbell,https://gymvisual.com/img/p/2/4/6/5/3/24653.gif,434,dumbbell straight leg deadlift,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/6/0/5/14605.gif,2808,dumbbell sumo pull through,glutes
upper legs,dumbbell,https://gymvisual.com/img/p/1/4/6/0/1/14601.gif,2803,dumbbell supported squat,quads
upper arms,dumbbell,https://gymvisual.com/img/p/5/1/7/7/5177.gif,436,dumbbell tate press,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/6/7546.gif,1742,dumbbell tricep kickback with stork stance,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/4/7/7547.gif,1743,dumbbell twisting bench press,triceps
shoulders,dumbbell,https://gymvisual.com/img/p/1/6/8/5/6/16856.gif,437,dumbbell upright row,delts
shoulders,dumbbell,https://gymvisual.com/img/p/7/6/0/4/7604.gif,1765,dumbbell upright row (back pov),delts
shoulders,dumbbell,https://gymvisual.com/img/p/5/5/8/6/5586.gif,864,dumbbell upright shoulder external rotation,delts
upper arms,dumbbell,https://gymvisual.com/img/p/2/0/9/6/4/20964.gif,5201,dumbbell waiter biceps curl,biceps
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0438.gif,438,dumbbell w-press,delts
upper arms,dumbbell,https://gymvisual.com/img/p/1/2/2/4/6/12246.gif,439,dumbbell zottman curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/9/7/5/0/9750.gif,2294,dumbbell zottman preacher curl,biceps
upper arms,dumbbell,https://gymvisual.com/img/p/8/8/0/7/8807.gif,2189,dumbbells seated triceps extension,triceps
chest,body weight,https://gymvisual.com/img/p/5/8/6/3/5863.gif,1167,dynamic chest stretch (male),pectorals
upper arms,body weight,https://gymvisual.com/img/p/1/3/1/3/6/13136.gif,3287,elbow dips,triceps
back,body weight,https://gymvisual.com/img/p/7/6/2/7/7627.gif,1772,elbow lift - reverse push-up,upper back
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0443.gif,443,elbow-to-knee,abs
